Age,Education Level,Gender,Internet Connection,Marital Status,Movie Selector,Num Bathrooms,Num Bedrooms,Num Cars,Num Children,Num TVs,PPV Freq,Prerec Buying Freq,Prerec Format,Prerec Renting Freq,Prerec Viewing Freq,CustomerID,Theater Freq,TV Movie Freq,TV Signal,Home Ownership
22,Bachelor's Degree,Female,Cable Modem,Never Married,Me,2.5,5,1,0,2,Monthly,Rarely,DVD,Rarely,Rarely,890342,Monthly,Weekly,Digital Satellite,Own
37,Bachelor's Degree,Male,DSL,Married,Me,1,2,1,2,1,Never,Rarely,DVD,Monthly,Monthly,890353,Rarely,Rarely,Analog antennae,Rent
35,Master's Degree,Male,Dial-Up,Married,Me,2.5,4,2,2,2,Never,Monthly,DVD,Weekly,Weekly,890362,Monthly,Weekly,Analog antennae,Own
29,Bachelor's Degree,Male,Other,Never Married,Me,2,2,1,0,2,Monthly,Never,Betamax,Rarely,Weekly,890371,Weekly,Never,Digital Satellite,Rent
38,Some College,Male,Cable Modem,Married,Spouse/Partner,2,4,2,0,1,Rarely,Rarely,DVD,Never,Rarely,890378,Rarely,Rarely,Digital Satellite,Own
31,Bachelor's Degree,Male,DSL,Married,Spouse/Partner,1,3,2,0,3,Never,Rarely,DVD,Weekly,Weekly,890389,Monthly,Monthly,Cable,Own
29,Master's Degree,Female,Cable Modem,Married,Me,2,2,2,0,3,Never,Monthly,DVD,Monthly,Weekly,890393,Weekly,Monthly,Cable,Own
36,Bachelor's Degree,Male,Dial-Up,Married,Me,2.5,5,3,2,3,Rarely,Monthly,DVD,Monthly,Monthly,890398,Monthly,Rarely,Cable,Own
31,Bachelor's Degree,Male,Cable Modem,Married,Me,3,4,2,1,1,Never,Never,VHS,Never,Weekly,890406,Monthly,Monthly,Analog antennae,Own
38,Bachelor's Degree,Male,Dial-Up,Married,Spouse/Partner,1,3,4,3,2,Never,Rarely,DVD,Weekly,Weekly,890428,Monthly,Weekly,Analog antennae,Own
23,Bachelor's Degree,Male,DSL,Never Married,Me,2.5,2,1,0,2,Monthly,Weekly,DVD,Rarely,Weekly,890440,Monthly,Weekly,Cable,Own
25,Bachelor's Degree,Male,Dial-Up,Married,Me,2.5,3,2,0,1,Never,Rarely,VHS,Weekly,Weekly,890443,Rarely,Weekly,Cable,Own
30,Master's Degree,Male,Dial-Up,Married,Me,3,3,2,0,2,Never,Rarely,DVD,Weekly,Weekly,890455,Monthly,Weekly,Cable,Rent
50,Bachelor's Degree,Male,Cable Modem,Married,Spouse/Partner,3,3,3,4,2,Never,Rarely,VHS,Monthly,Weekly,890459,Rarely,Rarely,Cable,Own
27,Bachelor's Degree,Male,DSL,Never Married,Me,2,2,1,0,1,Never,Never,DVD,Weekly,Weekly,890461,Monthly,Daily,Cable,Rent
37,Bachelor's Degree,Male,Cable Modem,Married,Spouse/Partner,3,3,3,4,2,Never,Rarely,DVD,Monthly,Weekly,890470,Rarely,Weekly,Analog antennae,Own
22,Bachelor's Degree,Male,DSL,Never Married,Me,1,1,1,0,1,Never,Monthly,DVD,Rarely,Weekly,890475,Weekly,Weekly,Cable,Rent
28,Master's Degree,Male,Dial-Up,Married,Spouse/Partner,2.5,3,1,0,1,Never,Never,VHS,Rarely,Rarely,890477,Rarely,Daily,Cable,Own
27,Master's Degree,Female,Dial-Up,Married,Me,2.5,3,1,0,1,Never,Never,VHS,Rarely,Rarely,890478,Rarely,Weekly,Cable,Own
26,Bachelor's Degree,Male,Dial-Up,Never Married,Me,1,2,1,0,1,Rarely,Rarely,Video CD,Weekly,Daily,890482,Monthly,Daily,Cable,Rent
23,Master's Degree,Male,No Internet Connection,Never Married,Me,2,2,1,0,1,Never,Rarely,DVD,Weekly,Weekly,890490,Weekly,Weekly,Cable,Rent
25,Master's Degree,Male,DSL,Never Married,Me,1,1,1,0,1,Rarely,Rarely,DVD,Weekly,Weekly,890494,Weekly,Weekly,Cable,Rent
26,Some College,Male,DSL,Separated,Me,2,4,1,0,2,Rarely,Monthly,DVD,Rarely,Monthly,890497,Monthly,Weekly,Digital Satellite,Own
51,Master's Degree,Male,Cable Modem,Married,Me,2.5,5,2,2,4,Rarely,Monthly,DVD,Weekly,Weekly,890514,Rarely,Weekly,Cable,Own
24,Master's Degree,Male,Dial-Up,Never Married,Me,2,3,1,0,1,Rarely,Rarely,DVD,Rarely,Monthly,890516,Monthly,Weekly,Cable,Rent
35,High School,Male,DSL,Separated,Spouse/Partner,1,3,1,1,2,Never,Monthly,DVD,Rarely,Monthly,890520,Monthly,Never,Analog antennae,Rent
28,Associate's Degree,Male,DSL,Never Married,Me,1,1,1,0,2,Never,Monthly,DVD,Monthly,Weekly,890529,Rarely,Weekly,Digital Satellite,Own
30,Master's Degree,Male,DSL,Divorced,Me,1,2,2,0,1,Rarely,Rarely,DVD,Weekly,Weekly,890533,Weekly,Daily,Cable,Rent
30,Bachelor's Degree,Male,Cable Modem,Married,Me,4,4,2,1,5,Never,Never,DVD,Monthly,Monthly,890541,Monthly,Monthly,Cable,Own
27,Some College,Male,DSL,Never Married,Me,1,1,2,0,2,Never,Monthly,DVD,Monthly,Monthly,890551,Monthly,Daily,Digital Satellite,Rent
25,Bachelor's Degree,Male,DSL,Married,Me,2,2,1,0,2,Never,Monthly,DVD,Rarely,Monthly,890565,Monthly,Daily,Digital Satellite,Own
27,Bachelor's Degree,Male,DSL,Never Married,Me,2,2,2,0,1,Never,Rarely,DVD,Weekly,Weekly,890570,Rarely,Weekly,Digital Satellite,Rent
38,High School,Male,Cable Modem,Married,Me,1,2,3,0,3,Rarely,Rarely,VHS,Rarely,Rarely,890571,Rarely,Weekly,Cable,Own
33,Bachelor's Degree,Male,DSL,Divorced,Me,1,1,1,0,2,Never,Monthly,DVD,Rarely,Weekly,890594,Monthly,Weekly,Cable,Own
31,Bachelor's Degree,Male,IDSN,Never Married,Spouse/Partner,2,3,2,0,1,Rarely,Rarely,DVD,Weekly,Weekly,890597,Monthly,Rarely,Analog antennae,Own
42,Bachelor's Degree,Male,IDSN,Married,Me,2.5,4,2,3,1,Never,Rarely,DVD,Monthly,Monthly,890603,Rarely,Weekly,Digital Satellite,Own
36,Bachelor's Degree,Male,Other,Married,Spouse/Partner,2,2,1,0,1,Never,Rarely,DVD,Monthly,Monthly,890606,Weekly,Rarely,Cable,Own
26,Some College,Male,Cable Modem,Married,Me,1,3,1,3,1,Never,Monthly,DVD,Weekly,Weekly,890621,Rarely,Rarely,Cable,Own
43,Bachelor's Degree,Male,DSL,Married,Me,2,4,1,2,3,Never,Rarely,Video CD,Rarely,Weekly,890657,Monthly,Daily,Cable,Own
27,Master's Degree,Male,DSL,Never Married,Me,2,3,0,0,1,Monthly,Monthly,DVD,Weekly,Weekly,890663,Monthly,Rarely,Don't watch TV,Own
35,Some College,Male,DSL,Married,Spouse/Partner,3,4,2,2,3,Monthly,Rarely,DVD,Monthly,Monthly,890671,Monthly,Weekly,Cable,Own
22,Some College,Male,Dial-Up,Never Married,Me,2.5,3,1,0,1,Rarely,Monthly,DVD,Rarely,Weekly,890684,Monthly,Daily,Digital Satellite,Rent
31,Bachelor's Degree,Male,Dial-Up,Married,Me,2,4,2,2,3,Never,Monthly,DVD,Monthly,Weekly,890687,Rarely,Weekly,Analog antennae,Own
36,High School,Male,DSL,Married,Spouse/Partner,1.5,3,2,2,4,Never,Rarely,DVD,Rarely,Monthly,890698,Monthly,Daily,Cable,Own
34,Bachelor's Degree,Male,Cable Modem,Married,Me,3,3,1,2,2,Rarely,Monthly,DVD,Weekly,Weekly,890706,Monthly,Weekly,Cable,Rent
28,Master's Degree,Male,DSL,Married,Me,2,2,2,0,3,Rarely,Rarely,DVD,Monthly,Monthly,890707,Weekly,Weekly,Cable,Rent
26,Bachelor's Degree,Male,Dial-Up,Never Married,Me,1,3,1,0,3,Weekly,Weekly,DVD,Monthly,Monthly,890708,Monthly,Weekly,Digital Satellite,Rent
24,Associate's Degree,Male,Dial-Up,Never Married,Me,2.5,4,0,0,5,Never,Rarely,DVD,Rarely,Monthly,890717,Monthly,Weekly,Analog antennae,Rent
40,Some College,Male,Cable Modem,Married,Spouse/Partner,2.5,4,2,2,4,Never,Rarely,DVD,Weekly,Weekly,890719,Monthly,Weekly,Cable,Own
39,Bachelor's Degree,Female,Cable Modem,Married,Children,2,4,2,2,3,Never,Rarely,VHS,Weekly,Weekly,890727,Rarely,Monthly,Analog antennae,Own
31,Bachelor's Degree,Male,Dial-Up,Married,Spouse/Partner,1.5,3,3,0,3,Never,Rarely,DVD,Rarely,Monthly,890736,Rarely,Never,Analog antennae,Own
32,Bachelor's Degree,Male,Cable Modem,Married,Me,2.5,3,2,0,2,Rarely,Rarely,DVD,Monthly,Monthly,890737,Monthly,Weekly,Cable,Own
28,Master's Degree,Male,Dial-Up,Married,Spouse/Partner,2,2,2,1,2,Never,Monthly,DVD,Weekly,Weekly,890741,Monthly,Rarely,Analog antennae,Own
50,Bachelor's Degree,Female,Cable Modem,Divorced,Me,3,3,2,1,5,Never,Monthly,DVD,Weekly,Weekly,890745,Monthly,Never,Cable,Own
29,Bachelor's Degree,Female,Cable Modem,Married,Spouse/Partner,2,4,2,1,2,Rarely,Monthly,DVD,Monthly,Weekly,890758,Monthly,Rarely,Cable,Own
32,Bachelor's Degree,Female,Dial-Up,Never Married,Me,3.5,3,2,0,3,Never,Rarely,DVD,Weekly,Weekly,890769,Monthly,Never,Cable,Own
31,Bachelor's Degree,Male,DSL,Married,Me,2.5,3,2,2,2,Rarely,Rarely,DVD,Monthly,Monthly,890777,Monthly,Weekly,Cable,Own
42,Bachelor's Degree,Male,IDSN,Married,Me,2.5,4,4,4,8,Monthly,Weekly,DVD,Never,Weekly,890783,Monthly,Daily,Digital Satellite,Own
28,Bachelor's Degree,Male,IDSN,Married,Me,1.5,3,2,0,2,Never,Monthly,DVD,Weekly,Weekly,890801,Monthly,Weekly,Digital Satellite,Own
36,Some College,Male,DSL,Never Married,Me,1,2,0,0,0,Rarely,Rarely,DVD,Rarely,Rarely,890834,Monthly,Rarely,Don't watch TV,Own
26,Associate's Degree,Male,Dial-Up,Married,Spouse/Partner,1.5,2,2,1,1,Never,Rarely,DVD,Monthly,Monthly,890841,Rarely,Rarely,Analog antennae,Rent
31,Bachelor's Degree,Male,Cable Modem,Married,Me,2,4,2,0,2,Rarely,Monthly,DVD,Monthly,Weekly,890846,Weekly,Never,Cable,Own
41,Bachelor's Degree,Male,DSL,Married,Me,2.5,4,3,2,3,Never,Monthly,DVD,Weekly,Weekly,890870,Rarely,Weekly,Cable,Own
25,High School,Male,DSL,Never Married,Me,3,4,4,0,4,Monthly,Monthly,DVD,Daily,Daily,890871,Monthly,Weekly,Cable,Rent
36,Bachelor's Degree,Female,DSL,Married,Children,2.5,4,3,4,4,Monthly,Monthly,DVD,Monthly,Monthly,890881,Monthly,Monthly,Digital Satellite,Own
42,Trade School,Male,DSL,Married,Spouse/Partner,1.5,4,3,2,5,Never,Monthly,DVD,Weekly,Weekly,890883,Monthly,Weekly,Cable,Own
31,Master's Degree,Male,Dial-Up,Married,Spouse/Partner,2,2,1,0,3,Never,Rarely,DVD,Weekly,Weekly,890891,Monthly,Daily,Cable,Rent
42,Master's Degree,Male,DSL,Married,Spouse/Partner,4,3,2,1,3,Never,Monthly,VHS,Monthly,Weekly,890892,Monthly,Rarely,Cable,Own
28,Bachelor's Degree,Male,DSL,Married,Me,2.5,3,2,1,2,Never,Rarely,DVD,Monthly,Monthly,890896,Rarely,Monthly,Cable,Own
28,Bachelor's Degree,Male,DSL,Married,Spouse/Partner,4,3,0,0,5,Rarely,Weekly,DVD,Weekly,Monthly,890903,Monthly,Rarely,Analog antennae,Own
31,Bachelor's Degree,Male,Cable Modem,Married,Spouse/Partner,2.5,3,2,0,2,Monthly,Monthly,DVD,Monthly,Weekly,890911,Monthly,Rarely,Digital Satellite,Own
40,Bachelor's Degree,Male,Cable Modem,Married,Me,2.5,4,4,3,3,Never,Rarely,DVD,Weekly,Weekly,890912,Rarely,Weekly,Cable,Own
27,Bachelor's Degree,Male,Dial-Up,Married,Me,2,3,2,1,2,Never,Rarely,DVD,Monthly,Monthly,890918,Weekly,Weekly,Cable,Own
36,Doctorate,Male,Cable Modem,Married,Children,3,4,1,2,3,Monthly,Rarely,DVD,Monthly,Monthly,890920,Monthly,Rarely,Digital Satellite,Own
35,Some College,Male,DSL,Never Married,Me,3,3,2,0,2,Monthly,Weekly,DVD,Never,Weekly,890923,Monthly,Weekly,Digital Satellite,Own
51,Bachelor's Degree,Male,Dial-Up,Married,Me,2.5,4,2,2,2,Never,Rarely,DVD,Daily,Weekly,890930,Monthly,Weekly,Cable,Own
33,Bachelor's Degree,Male,Dial-Up,Never Married,Me,1,2,1,0,2,Never,Rarely,VHS,Monthly,Monthly,890940,Weekly,Never,Cable,Rent
32,Bachelor's Degree,Male,Cable Modem,Married,Me,5,5,2,0,5,Rarely,Monthly,DVD,Monthly,Weekly,890942,Weekly,Weekly,Cable,Own
56,Bachelor's Degree,Male,Dial-Up,Married,Me,2.5,4,2,4,1,Never,Never,VHS,Rarely,Rarely,890951,Weekly,Never,Don't watch TV,Rent
32,Trade School,Male,DSL,Never Married,Me,1,1,2,0,2,Rarely,Rarely,DVD,Weekly,Weekly,890975,Monthly,Weekly,Cable,Rent
46,Post-Doc,Female,Dial-Up,Separated,Other,3,3,1,0,4,Rarely,Monthly,DVD,Monthly,Weekly,890984,Monthly,Monthly,Cable,Own
28,Bachelor's Degree,Male,Dial-Up,Married,Spouse/Partner,1,4,6,0,2,Never,Rarely,VHS,Rarely,Monthly,890989,Weekly,Monthly,Analog antennae,Own
23,Bachelor's Degree,Male,Cable Modem,Married,Me,3,4,1,0,3,Never,Weekly,DVD,Monthly,Weekly,890999,Monthly,Daily,Cable,Own
28,Master's Degree,Male,DSL,Never Married,Spouse/Partner,2.5,3,1,0,1,Never,Monthly,DVD,Rarely,Weekly,891017,Monthly,Monthly,Cable,Own
28,Bachelor's Degree,Female,Cable Modem,Never Married,Me,2,3,2,0,5,Never,Monthly,DVD,Monthly,Weekly,891018,Monthly,Daily,Cable,Own
33,Some College,Male,Cable Modem,Married,Me,2,3,2,0,3,Never,Monthly,DVD,Weekly,Weekly,891022,Weekly,Rarely,Cable,Rent
27,Some College,Male,DSL,Married,Spouse/Partner,2.5,4,2,1,2,Never,Never,VHS,Monthly,Monthly,891024,Rarely,Never,Cable,Own
34,Bachelor's Degree,Male,Dial-Up,Married,Me,1,2,2,1,1,Never,Rarely,DVD,Monthly,Monthly,891032,Rarely,Monthly,Analog antennae,Rent
44,Master's Degree,Male,Cable Modem,Married,Me,3.5,4,3,2,4,Rarely,Monthly,DVD,Rarely,Monthly,891040,Monthly,Monthly,Cable,Own
32,Doctorate,Male,Cable Modem,Married,Spouse/Partner,2.5,4,2,0,5,Monthly,Monthly,DVD,Rarely,Weekly,891055,Monthly,Weekly,Cable,Own
43,Bachelor's Degree,Male,Cable Modem,Married,Spouse/Partner,4,5,2,1,5,Rarely,Weekly,DVD,Monthly,Weekly,891058,Weekly,Daily,Cable,Own
36,High School,Male,DSL,Married,Me,2,4,1,2,3,Never,Monthly,DVD,Rarely,Weekly,891063,Rarely,Weekly,Cable,Own
34,Master's Degree,Male,Cable Modem,Married,Me,4,5,2,1,4,Monthly,Monthly,DVD,Weekly,Weekly,891074,Monthly,Weekly,Cable,Own
42,Bachelor's Degree,Male,DSL,Married,Me,3,4,3,3,7,Never,Monthly,DVD,Weekly,Weekly,891088,Monthly,Weekly,Cable,Own
30,Master's Degree,Female,Dial-Up,Never Married,Me,1,5,0,0,2,Never,Weekly,DVD,Rarely,Weekly,891103,Weekly,Weekly,Analog antennae,Own
33,Bachelor's Degree,Male,DSL,Married,Me,1,2,4,0,6,Monthly,Rarely,DVD,Rarely,Rarely,891117,Monthly,Weekly,Cable,Own
41,Bachelor's Degree,Male,DSL,Divorced,Me,2,4,2,2,1,Monthly,Rarely,DVD,Monthly,Monthly,891126,Rarely,Monthly,Digital Satellite,Own
23,Bachelor's Degree,Male,DSL,Never Married,Me,2,2,1,0,2,Never,Monthly,DVD,Monthly,Weekly,891134,Monthly,Monthly,Cable,Rent
31,Bachelor's Degree,Male,DSL,Married,Me,2.5,5,2,0,2,Rarely,Monthly,DVD,Monthly,Weekly,891138,Rarely,Never,Cable,Own
49,Bachelor's Degree,Male,Cable Modem,Married,Me,4,4,2,1,3,Never,Rarely,DVD,Weekly,Weekly,891175,Monthly,Rarely,Cable,Own
24,Some College,Male,DSL,Never Married,Me,5,6,1,0,6,Rarely,Monthly,DVD,Weekly,Weekly,891185,Weekly,Weekly,Digital Satellite,Own
23,High School,Male,DSL,Never Married,Me,2,2,1,0,3,Monthly,Weekly,DVD,Monthly,Weekly,891225,Monthly,Daily,Digital Satellite,Rent
39,Bachelor's Degree,Male,Cable Modem,Married,Spouse/Partner,3.5,4,3,3,3,Never,Monthly,DVD,Weekly,Weekly,891235,Monthly,Weekly,Cable,Own
31,Bachelor's Degree,Female,Cable Modem,Never Married,Me,2,2,1,0,3,Never,Monthly,DVD,Monthly,Weekly,891237,Monthly,Weekly,Cable,Own
31,Bachelor's Degree,Male,Cable Modem,Married,Spouse/Partner,1.5,2,2,0,3,Rarely,Monthly,DVD,Rarely,Weekly,891256,Rarely,Rarely,Cable,Rent
24,Master's Degree,Male,DSL,Never Married,Me,2.5,2,1,0,1,Never,Monthly,DVD,Monthly,Weekly,891260,Rarely,Rarely,Don't watch TV,Own
29,Bachelor's Degree,Male,DSL,Divorced,Me,1,1,1,0,2,Never,Monthly,DVD,Rarely,Monthly,891279,Monthly,Monthly,Digital Satellite,Rent
36,Master's Degree,Male,Cable Modem,Married,Spouse/Partner,2.5,3,2,1,2,Monthly,Rarely,VHS,Monthly,Monthly,891283,Monthly,Monthly,Cable,Own
33,Master's Degree,Male,Cable Modem,Married,Spouse/Partner,2,3,1,0,2,Never,Rarely,DVD,Weekly,Weekly,891294,Rarely,Rarely,Analog antennae,Own
36,Bachelor's Degree,Male,Dial-Up,Married,Spouse/Partner,2,4,2,3,2,Never,Monthly,DVD,Weekly,Weekly,891296,Weekly,Rarely,Analog antennae,Own
22,Bachelor's Degree,Male,Cable Modem,Never Married,Me,2.5,3,1,0,3,Never,Rarely,DVD,Rarely,Weekly,891304,Monthly,Rarely,Cable,Rent
27,Bachelor's Degree,Male,Dial-Up,Married,Me,1.5,2,2,0,1,Never,Never,DVD,Monthly,Monthly,891314,Rarely,Monthly,Cable,Own
41,Bachelor's Degree,Female,Cable Modem,Married,Children,2.5,4,2,2,2,Never,Monthly,DVD,Weekly,Weekly,891321,Rarely,Monthly,Cable,Own
38,Some College,Male,Dial-Up,Other,Spouse/Partner,2.5,3,2,0,4,Rarely,Never,VHS,Rarely,Monthly,891326,Monthly,Weekly,Digital Satellite,Rent
37,Bachelor's Degree,Male,Dial-Up,Married,Spouse/Partner,2.5,3,2,2,2,Rarely,Monthly,DVD,Monthly,Weekly,891333,Monthly,Rarely,Cable,Own
38,Master's Degree,Male,DSL,Married,Spouse/Partner,3,5,3,3,3,Never,Rarely,VHS,Weekly,Weekly,891335,Rarely,Monthly,Cable,Own
38,Bachelor's Degree,Male,DSL,Married,Children,2,3,1,3,4,Never,Weekly,DVD,Rarely,Weekly,891358,Monthly,Weekly,Cable,Rent
46,Some College,Male,Dial-Up,Never Married,Me,2,2,2,0,2,Never,Monthly,DVD,Daily,Daily,891361,Never,Never,Cable,Own
35,Bachelor's Degree,Male,Cable Modem,Married,Spouse/Partner,2.5,4,2,2,4,Monthly,Monthly,DVD,Rarely,Weekly,891369,Rarely,Monthly,Digital Satellite,Own
57,Bachelor's Degree,Female,Cable Modem,Married,Spouse/Partner,3,4,3,2,3,Rarely,Rarely,DVD,Monthly,Monthly,891372,Rarely,Weekly,Cable,Own
27,Bachelor's Degree,Male,DSL,Never Married,Me,2,2,1,0,2,Rarely,Monthly,DVD,Weekly,Daily,891374,Monthly,Weekly,Cable,Rent
37,Bachelor's Degree,Male,Cable Modem,Married,Spouse/Partner,3,5,2,3,1,Never,Rarely,DVD,Rarely,Monthly,891376,Monthly,Never,Analog antennae,Own
44,High School,Male,Cable Modem,Divorced,Me,2,2,1,0,2,Weekly,Monthly,DVD,Monthly,Weekly,891378,Monthly,Daily,Cable,Rent
38,Bachelor's Degree,Male,Cable Modem,Married,Me,3,5,2,2,2,Never,Monthly,DVD,Monthly,Weekly,891384,Monthly,Never,Cable,Own
36,Bachelor's Degree,Female,DSL,Married,Me,3,5,2,1,1,Monthly,Monthly,VHS,Rarely,Monthly,891385,Rarely,Weekly,Digital Satellite,Own
36,Bachelor's Degree,Male,Dial-Up,Married,Me,2,3,2,3,1,Monthly,Rarely,VHS,Rarely,Weekly,891394,Rarely,Weekly,Analog antennae,Own
23,Bachelor's Degree,Male,DSL,Married,Me,1,2,1,0,1,Rarely,Rarely,DVD,Weekly,Weekly,891396,Weekly,Weekly,Cable,Rent
26,Some College,Male,Cable Modem,Never Married,Me,1,2,1,0,4,Rarely,Monthly,DVD,Rarely,Weekly,891397,Weekly,Daily,Cable,Rent
29,Bachelor's Degree,Female,Dial-Up,Never Married,Spouse/Partner,1,1,1,0,2,Never,Rarely,DVD,Monthly,Monthly,891402,Weekly,Never,Cable,Rent
39,Bachelor's Degree,Male,Dial-Up,Married,Spouse/Partner,2.5,5,2,2,3,Rarely,Monthly,DVD,Weekly,Weekly,891409,Rarely,Weekly,Cable,Own
31,Bachelor's Degree,Male,Cable Modem,Married,Me,2,4,2,0,2,Never,Rarely,DVD,Monthly,Monthly,891410,Monthly,Monthly,Cable,Own
42,Some College,Male,DSL,Married,Spouse/Partner,2,2,2,1,2,Monthly,Rarely,DVD,Monthly,Weekly,891411,Monthly,Weekly,Cable,Rent
27,Doctorate,Male,DSL,Never Married,Me,2,2,1,0,1,Rarely,Rarely,DVD,Weekly,Weekly,891422,Weekly,Weekly,Analog antennae,Rent
27,Bachelor's Degree,Male,DSL,Married,Me,3,4,2,2,3,Never,Monthly,DVD,Monthly,Monthly,891425,Monthly,Weekly,Cable,Own
35,Master's Degree,Male,DSL,Never Married,Me,2,2,1,0,2,Monthly,Monthly,DVD,Rarely,Weekly,891426,Monthly,Weekly,Cable,Rent
24,Master's Degree,Male,Dial-Up,Never Married,Me,2,2,1,0,1,Never,Rarely,DVD,Monthly,Weekly,891430,Monthly,Weekly,Cable,Rent
30,Bachelor's Degree,Male,Cable Modem,Married,Me,2.5,4,2,0,3,Never,Weekly,DVD,Rarely,Weekly,891431,Weekly,Monthly,Cable,Own
31,Bachelor's Degree,Male,Dial-Up,Married,Me,1,3,2,1,1,Rarely,Rarely,VHS,Rarely,Rarely,891433,Rarely,Monthly,Cable,Own
44,Bachelor's Degree,Male,Cable Modem,Married,Me,2.5,4,2,4,2,Rarely,Never,VHS,Monthly,Monthly,891434,Rarely,Monthly,Cable,Rent
33,Bachelor's Degree,Male,Cable Modem,Married,Other,2,4,2,0,1,Never,Rarely,DVD,Weekly,Weekly,891435,Rarely,Monthly,Cable,Own
42,Some College,Male,DSL,Married,Spouse/Partner,3,4,2,3,2,Never,Monthly,DVD,Rarely,Daily,891441,Monthly,Weekly,Digital Satellite,Own
28,Post-Doc,Male,DSL,Married,Me,1,1,1,0,1,Rarely,Monthly,DVD,Weekly,Weekly,891450,Monthly,Daily,Cable,Rent
29,Master's Degree,Male,Cable Modem,Married,Me,2.5,4,1,1,1,Rarely,Rarely,DVD,Rarely,Rarely,891451,Rarely,Monthly,Analog antennae,Own
21,Bachelor's Degree,Male,DSL,Married,Spouse/Partner,2,3,1,0,2,Never,Monthly,DVD,Weekly,Weekly,891456,Monthly,Never,Analog antennae,Own
55,Master's Degree,Female,Cable Modem,Never Married,Me,3,4,2,0,5,Never,Rarely,DVD,Rarely,Rarely,891457,Rarely,Rarely,Cable,Own
21,Bachelor's Degree,Female,No Internet Connection,Never Married,Me,2,2,1,0,1,Weekly,Rarely,DVD,Weekly,Weekly,891467,Weekly,Weekly,Cable,Rent
25,Bachelor's Degree,Male,Cable Modem,Never Married,Me,2.5,3,4,0,2,Never,Never,DVD,Weekly,Weekly,891469,Weekly,Monthly,Cable,Rent
26,Bachelor's Degree,Male,DSL,Married,Spouse/Partner,2,2,1,0,1,Rarely,Rarely,DVD,Weekly,Weekly,891471,Monthly,Weekly,Cable,Rent
32,Bachelor's Degree,Male,DSL,Married,Spouse/Partner,2,3,3,0,2,Never,Rarely,DVD,Weekly,Weekly,891475,Monthly,Rarely,Cable,Own
41,Bachelor's Degree,Male,Cable Modem,Married,Me,2.5,3,1,2,4,Weekly,Monthly,DVD,Daily,Daily,891480,Monthly,Rarely,Cable,Own
31,Some College,Male,Cable Modem,Never Married,Me,2.5,3,2,2,3,Rarely,Weekly,DVD,Rarely,Daily,891481,Monthly,Rarely,Digital Satellite,Rent
31,Bachelor's Degree,Male,Dial-Up,Never Married,Spouse/Partner,5,2,1,0,3,Never,Rarely,DVD,Monthly,Weekly,891483,Weekly,Daily,Digital Satellite,Own
25,Bachelor's Degree,Male,Cable Modem,Never Married,Me,2,4,0,0,3,Monthly,Monthly,DVD,Weekly,Weekly,891484,Weekly,Weekly,Cable,Own
38,Bachelor's Degree,Male,Cable Modem,Never Married,Spouse/Partner,1,3,1,0,2,Rarely,Rarely,DVD,Monthly,Monthly,891487,Monthly,Weekly,Cable,Own
34,Bachelor's Degree,Male,DSL,Married,Spouse/Partner,2,3,2,1,1,Never,Rarely,DVD,Weekly,Weekly,891492,Monthly,Rarely,Cable,Own
26,Bachelor's Degree,Male,No Internet Connection,Never Married,Me,1,1,1,0,1,Never,Rarely,DVD,Weekly,Weekly,891496,Weekly,Monthly,Analog antennae,Rent
43,Master's Degree,Female,Cable Modem,Married,Spouse/Partner,2,2,2,0,2,Never,Rarely,DVD,Weekly,Weekly,891500,Rarely,Rarely,Analog antennae,Rent
34,Bachelor's Degree,Male,Cable Modem,Married,Spouse/Partner,1,3,2,2,0,Never,Never,Other,Rarely,Rarely,891501,Rarely,Never,Don't watch TV,Own
26,Master's Degree,Male,Cable Modem,Never Married,Me,2,2,1,0,1,Rarely,Rarely,DVD,Monthly,Monthly,891511,Weekly,Monthly,Cable,Rent
31,Bachelor's Degree,Female,Dial-Up,Married,Spouse/Partner,2,2,1,0,1,Never,Monthly,DVD,Monthly,Weekly,891512,Rarely,Weekly,Cable,Rent
23,Some College,Male,No Internet Connection,Never Married,Me,2,3,3,0,1,Never,Rarely,DVD,Weekly,Weekly,891513,Monthly,Weekly,Cable,Rent
31,Bachelor's Degree,Male,DSL,Never Married,Spouse/Partner,1,1,3,0,2,Never,Rarely,DVD,Weekly,Weekly,891514,Monthly,Rarely,Don't watch TV,Rent
28,Bachelor's Degree,Male,Cable Modem,Never Married,Me,1,1,1,0,2,Never,Weekly,DVD,Monthly,Weekly,891520,Weekly,Rarely,Digital Satellite,Own
37,Bachelor's Degree,Female,Dial-Up,Divorced,Children,3,4,1,1,1,Never,Monthly,DVD,Weekly,Weekly,891522,Weekly,Rarely,Cable,Own
35,Some College,Male,DSL,Married,Me,2.5,3,2,1,2,Monthly,Rarely,DVD,Rarely,Monthly,891523,Monthly,Weekly,Cable,Own
27,Bachelor's Degree,Female,Dial-Up,Never Married,Me,3,4,1,0,2,Rarely,Rarely,DVD,Monthly,Monthly,891524,Rarely,Monthly,Cable,Own
30,Bachelor's Degree,Male,Cable Modem,Married,Me,3.5,3,1,0,1,Rarely,Rarely,DVD,Weekly,Weekly,891526,Monthly,Weekly,Cable,Own
31,Grade School,Male,Dial-Up,Married,Spouse/Partner,2,3,1,0,2,Never,Monthly,DVD,Rarely,Weekly,891532,Monthly,Rarely,Cable,Rent
